Declaring ID|Declaring Ruler|Declaring Nation|Declaring Alliance|Declaring Alliance ID|Declaring Team|Receiving ID|Receiving Ruler|Receiving Nation|Receiving Alliance|Receiving Alliance ID|Receiving Team|War Status|Begin Date|End Date|Reason|War ID|Destruction|Attack Percent|Defend Percent|
601748|Tarfiel|Babblefish|New Pacific Order|10000|Red|282470|Nokium|Unified Scotland|Freehold of The Wolves|15157|White|Active|10/1/2025 7:19:01 AM|10/8/2025 7:19:01 AM|Rabid chihuahua food|871810|0.00|0|0|
144926|nerau|imperial council|New Pacific Order|10000|Red|80170|stevent37|Buffalonia|Freehold of The Wolves|15157|White|Active|10/1/2025 7:16:57 AM|10/8/2025 7:16:57 AM|Hail Pacifica!|871809|1,342.73|0|100|
637944|Hasan AlQaziz|South Maghrebia|The Legion|10020|Purple|588320|RUB10|Establishmentaria|Non Grata|10097|Maroon|Active|10/1/2025 6:29:38 AM|10/8/2025 6:29:38 AM|DOWN WITH NON GRATA! |871808|444.70|91|8|
476208|Itzcoliuhqui|Firelands|New Pacific Order|10000|Red|30997|Dan2680|Red Army|Freehold of The Wolves|15157|White|Active|10/1/2025 6:08:06 AM|10/8/2025 6:08:06 AM|Stole Nemphesis Spoons|871807|2,824.26|0|100|
565552|Kayla Frost|Anselion|New Pacific Order|10000|Red|478755|Democracy|UnitedNation|Freehold of The Wolves|15157|White|Active|10/1/2025 5:56:13 AM|10/8/2025 5:56:13 AM|howdy|871806|0.00|0|0|
565552|Kayla Frost|Anselion|New Pacific Order|10000|Red|282470|Nokium|Unified Scotland|Freehold of The Wolves|15157|White|Active|10/1/2025 5:42:00 AM|10/8/2025 5:42:00 AM|Casualty galore|871805|122.77|0|100|
8515|Turetel|Turetel|Freehold of The Wolves|15157|White|580705|Theory|Westermont|New Pacific Order|10000|Red|Active|10/1/2025 5:30:31 AM|10/8/2025 5:30:31 AM|Blood for the Blood God|871804|96.76|0|100|
8515|Turetel|Turetel|Freehold of The Wolves|15157|White|601748|Tarfiel|Babblefish|New Pacific Order|10000|Red|Active|10/1/2025 5:30:14 AM|10/8/2025 5:30:14 AM|Blood for the Blood God |871803|166.44|48|51|
348288|saxasm|Eugenia|New Pacific Order|10000|Red|527097|Galerion|blighty|Freehold of The Wolves|15157|White|Active|10/1/2025 5:01:37 AM|10/8/2025 5:01:37 AM|A general dispute|871802|2,953.93|7|92|
647277|yesyesnono|Rostovan|Nuclear Proliferation League|17228|Blue|647449|thelostsoul|TheLostNation|Doombrella|17368|Black|Active|10/1/2025 4:52:25 AM|10/8/2025 4:52:25 AM|A general dispute|871801|141.05|100|0|
608015|elputojack|villa feliz|New Pacific Order|10000|Red|494289|Stoopid Ace|Smokehaven|Freehold of The Wolves|15157|White|Active|10/1/2025 4:23:54 AM|10/8/2025 4:23:54 AM|A general dispute|871800|0.00|0|0|
608015|elputojack|villa feliz|New Pacific Order|10000|Red|65430|Lord Bane|Damasca|Freehold of The Wolves|15157|White|Active|10/1/2025 4:23:34 AM|10/8/2025 4:23:34 AM|A general dispute|871799|0.00|0|0|
643658|jazzjambos|Fruiland|New Pacific Order|10000|Red|609513|Lady Mineva|Empire of Autumnus|Freehold of The Wolves|15157|Brown|Active|10/1/2025 3:45:40 AM|10/8/2025 3:45:40 AM|Fire and blood|871798|434.71|0|100|
579649|Dale Flanderlion|Flanderlion|New Pacific Order|10000|Red|444115|Pile Butts|Wobblies|Freehold of The Wolves|15157|White|Active|10/1/2025 3:34:04 AM|10/8/2025 3:34:04 AM|Looking for cookies|871797|124.18|52|47|
579649|Dale Flanderlion|Flanderlion|New Pacific Order|10000|Red|263122|Uncle Don|The Tannhauser Gate|Freehold of The Wolves|15157|White|Active|10/1/2025 3:24:19 AM|10/8/2025 3:24:19 AM|Skulls for the skull throne!|871796|527.92|36|63|
638860|Adrius Adler|Trostland|New Pacific Order|10000|Red|627684|Reginald Stuart III|New Ventris|Freehold of The Wolves|15157|White|Active|10/1/2025 2:51:02 AM|10/8/2025 2:51:02 AM|Infra adjustment bureau|871795|222.94|0|100|
647060|CAMOM|CAMOM EMPIRE|The Phoenix Federation|17385|Red|647003|bapcv|Patonopla||0|None|Active|10/1/2025 2:02:41 AM|10/8/2025 2:02:41 AM|A general dispute|871794|201.76|0|100|
647060|CAMOM|CAMOM EMPIRE|The Phoenix Federation|17385|Red|584356|VigilanteJ|VigilanteJ||0|Aqua|Active|10/1/2025 1:54:59 AM|10/8/2025 1:54:59 AM|A general dispute|871793|89.45|0|100|
592448|Hakaisha|Nihon koku|Freehold of The Wolves|15157|White|193964|Yukura|DeathSeekers|New Pacific Order|10000|Red|Active|10/1/2025 1:44:14 AM|10/8/2025 1:44:14 AM|A general dispute|871792|687.21|37|62|
532788|end666|A New India|New Pacific Order|10000|Red|418644|shakespeare|shakespeare|Freehold of The Wolves|15157|White|Active|10/1/2025 1:43:46 AM|10/8/2025 1:43:46 AM|Hail Pacifica!|871791|0.00|0|0|
532788|end666|A New India|New Pacific Order|10000|Red|243810|tagmoute|maghrib|Freehold of The Wolves|15157|White|Active|10/1/2025 1:43:29 AM|10/8/2025 1:43:29 AM|Hail Pacifica!|871790|0.00|0|0|
647502|twitchanswers|Twitch|Doombrella|17368|Black|579146|Hazzara|Hazarrium|Nuclear Proliferation League|17228|Aqua|Active|10/1/2025 12:49:06 AM|10/8/2025 12:49:06 AM|why not|871789|412.70|0|100|
132715|DFA MrFox|DFA MrFox|Freehold of The Wolves|15157|White|645029|ZeroNinjaGT|Adventis|New Pacific Order|10000|Red|Active|10/1/2025 12:44:20 AM|10/8/2025 12:44:20 AM|War I have been told|871788|637.69|0|100|
647502|twitchanswers|Twitch|Doombrella|17368|Black|647317|JFK360noscope|the devided states|Nuclear Proliferation League|17228|Brown|Active|10/1/2025 12:43:09 AM|10/8/2025 12:43:09 AM|jack ruby|871787|419.14|0|100|
647502|twitchanswers|Twitch|Doombrella|17368|Black|647159|HarryJames|Rigbyium|Nuclear Proliferation League|17228|Aqua|Active|10/1/2025 12:37:11 AM|10/8/2025 12:37:11 AM|wake me up when september ends|871786|521.44|0|100|
533942|Saxplayer|Arstoria|New Pacific Order|10000|Red|618522|Don Flippers|Penguinland|Freehold of The Wolves|15157|White|Active|10/1/2025 12:27:00 AM|10/8/2025 12:27:00 AM|A general dispute|871785|198.66|0|100|
454283|Waterana|Chrystalen|New Pacific Order|10000|Red|629286|Flycatcher|Sacania|Freehold of The Wolves|15157|White|Active|10/1/2025 12:15:26 AM|10/8/2025 12:15:26 AM|Party Time|871784|142.51|29|70|
454283|Waterana|Chrystalen|New Pacific Order|10000|Red|315967|slmarsch|Rio Grande|Freehold of The Wolves|15157|White|Active|10/1/2025 12:14:55 AM|10/8/2025 12:14:55 AM|Party Time|871783|50.11|0|100|
439338|kajkajete|Rheinlander|The Legion|10020|Purple|144192|Sagha|Nickelattia|Non Grata|10097|Maroon|Active|10/1/2025 12:00:58 AM|10/8/2025 12:00:58 AM|A general dispute|871782|1,227.93|86|13|
414519|markpalm1|vacous|Freehold of The Wolves|15157|White|17202|Cybolt|Time and Space|New Pacific Order|10000|Red|Active|9/30/2025 11:55:50 PM|10/7/2025 11:55:50 PM|A general dispute|871781|0.00|0|0|
309853|Tasuki|Oniwabanshu|New Pacific Order|10000|Red|396041|Joseph Black|Rural Route 3|Freehold of The Wolves|15157|White|Active|9/30/2025 11:53:43 PM|10/7/2025 11:53:43 PM|I need your butter|871780|625.11|0|100|
309853|Tasuki|Oniwabanshu|New Pacific Order|10000|Red|231352|Wippeli|Wippelandia|Freehold of The Wolves|15157|White|Active|9/30/2025 11:53:37 PM|10/7/2025 11:53:37 PM|Hello there|871779|475.69|38|61|
309853|Tasuki|Oniwabanshu|New Pacific Order|10000|Red|467217|aroswing|Land of Darkness|Freehold of The Wolves|15157|White|Active|9/30/2025 11:53:31 PM|10/7/2025 11:53:31 PM|Earth shattering kaboom|871778|646.22|39|60|
592036|LordSanix|Citroto|Freehold of The Wolves|15157|White|543701|AlphaDio|Landreth|New Pacific Order|10000|Red|Active|9/30/2025 11:51:16 PM|10/7/2025 11:51:16 PM|A general dispute|871777|5,459.20|48|51|
580705|Theory|Westermont|New Pacific Order|10000|Red|455466|KrazyNights|Helleden|New Polar Order|10006|Blue|Active|9/30/2025 11:50:57 PM|10/7/2025 11:50:57 PM|The Revenge of the Order|871776|1,858.81|0|100|
592036|LordSanix|Citroto|Freehold of The Wolves|15157|White|26771|proud american|Duorp  Nacirema|New Pacific Order|10000|Red|Active|9/30/2025 11:48:09 PM|10/7/2025 11:48:09 PM|A general dispute|871775|1,862.54|0|100|
633318|Immortalis712|Republic of Intima|New Pacific Order|10000|Red|623087|The Dragon5|Dragonhome|Freehold of The Wolves|15157|White|Active|9/30/2025 11:47:24 PM|10/7/2025 11:47:24 PM|Looking for cookies|871774|539.40|13|86|
633593|ftcows|ftcows|The Legion|10020|Purple|571873|Kal Asharak|Ceska Republik|Non Grata|10097|Maroon|Active|9/30/2025 11:45:15 PM|10/7/2025 11:45:15 PM|A general dispute|871773|578.53|0|100|
608652|King of Clu|Kingdom of Clu|Freehold of The Wolves|15157|White|633318|Immortalis712|Republic of Intima|New Pacific Order|10000|Red|Active|9/30/2025 11:41:45 PM|10/7/2025 11:41:45 PM|A general dispute|871772|813.55|51|48|
639953|Mihail the Just|Republic of Onivlac|New Polar Order|10006|Blue|603932|Gapatashi|Bomdila|CLAWS|15841|Black|Active|9/30/2025 11:40:49 PM|10/7/2025 11:40:49 PM|With peace and love xx|871771|847.04|0|100|
608652|King of Clu|Kingdom of Clu|Freehold of The Wolves|15157|White|277690|brentaar|Barstonia|New Pacific Order|10000|Red|Active|9/30/2025 11:40:25 PM|10/7/2025 11:40:25 PM|A general dispute|871770|145.89|0|100|
559191|Darksight1|ChineseEmpire|New Pacific Order|10000|Red|562556|Nicholas Strakhov|Kurkazia|Freehold of The Wolves|15157|White|Active|9/30/2025 11:36:57 PM|10/7/2025 11:36:57 PM|Tech adjustment bureau|871769|513.15|0|100|
636711|Praetor Cuddles|Romulan Star Empire|New Pacific Order|10000|Red|18236|javaswiller|swillerland|Freehold of The Wolves|15157|White|Active|9/30/2025 11:34:27 PM|10/7/2025 11:34:27 PM|Looking for cookies|871768|185.75|0|100|
559191|Darksight1|ChineseEmpire|New Pacific Order|10000|Red|592448|Hakaisha|Nihon koku|Freehold of The Wolves|15157|White|Active|9/30/2025 11:33:11 PM|10/7/2025 11:33:11 PM|A general dispute|871767|955.05|5|94|
17202|Cybolt|Time and Space|New Pacific Order|10000|Red|613652|Peterkin|Quaraguay|Freehold of The Wolves|15157|White|Active|9/30/2025 11:24:07 PM|10/7/2025 11:24:07 PM|Cloudy with a chance of nukes|871766|804.11|81|18|
17202|Cybolt|Time and Space|New Pacific Order|10000|Red|100236|Wolfprince|Azaroth|Freehold of The Wolves|15157|White|Active|9/30/2025 11:24:02 PM|10/7/2025 11:24:02 PM|Food for the guinea pigs|871765|4,508.61|0|100|
366247|Polgas|Novasea|New Pacific Order|10000|Red|8515|Turetel|Turetel|Freehold of The Wolves|15157|White|Active|9/30/2025 11:19:08 PM|10/7/2025 11:19:08 PM|Earth shattering kaboom|871764|2,686.70|3|96|
366247|Polgas|Novasea|New Pacific Order|10000|Red|592036|LordSanix|Citroto|Freehold of The Wolves|15157|White|Active|9/30/2025 11:19:02 PM|10/7/2025 11:19:02 PM|Emu Hunting|871763|1,676.52|11|88|
513358|SeasonsOfLove|Krzyzewskiville|New Pacific Order|10000|Red|159031|jefcolpan|scarab marangue|Freehold of The Wolves|15157|White|Active|9/30/2025 11:07:15 PM|10/7/2025 11:07:15 PM|You + me = :*(|871762|4,884.26|2|97|
513358|SeasonsOfLove|Krzyzewskiville|New Pacific Order|10000|Red|418644|shakespeare|shakespeare|Freehold of The Wolves|15157|White|Active|9/30/2025 11:02:02 PM|10/7/2025 11:02:02 PM|Hello there|871761|4,106.74|0|100|
604873|Iorek|Crusader States|New Pacific Order|10000|Red|608652|King of Clu|Kingdom of Clu|Freehold of The Wolves|15157|White|Active|9/30/2025 10:51:43 PM|10/7/2025 10:51:43 PM|Back to the kennel for you|871760|484.69|14|85|
559191|Darksight1|ChineseEmpire|New Pacific Order|10000|Red|134794|Tasker74|Thebigharbour|Freehold of The Wolves|15157|White|Active|9/30/2025 10:50:43 PM|10/7/2025 10:50:43 PM|Stealing your oxygen|871759|747.14|31|68|
448981|Knight|Alliance of Knights|New Pacific Order|10000|Red|414337|Shadowfury|Illyria|Freehold of The Wolves|15157|Black|Active|9/30/2025 10:42:57 PM|10/7/2025 10:42:57 PM|For Pacifica!|871758|1,229.19|79|20|
81564|constablepotato|Potatoland|Freehold of The Wolves|15157|White|26771|proud american|Duorp  Nacirema|New Pacific Order|10000|Red|Active|9/30/2025 10:39:16 PM|10/7/2025 10:39:16 PM|HOWL!|871757|348.66|0|100|
81564|constablepotato|Potatoland|Freehold of The Wolves|15157|White|543701|AlphaDio|Landreth|New Pacific Order|10000|Red|Active|9/30/2025 10:39:04 PM|10/7/2025 10:39:04 PM|HOWL!|871756|1,202.50|14|85|
144192|Sagha|Nickelattia|Non Grata|10097|Maroon|569819|kker22|Darkram|The Legion|10020|Purple|Active|9/30/2025 10:36:40 PM|10/7/2025 10:36:40 PM|A general dispute|871755|3,288.17|1|98|
442731|Madd|Modra|New Pacific Order|10000|Red|81564|constablepotato|Potatoland|Freehold of The Wolves|15157|White|Active|9/30/2025 10:34:41 PM|10/7/2025 10:34:41 PM|Hello delicious|871754|2,858.29|26|73|
535013|Deadwartin|Republic of SOS|Freehold of The Wolves|15157|White|646465|Panglima Burung|Kalimantan Baru|New Pacific Order|10000|Red|Active|9/30/2025 10:27:50 PM|10/7/2025 10:27:50 PM|A general dispute|871753|694.09|0|100|
646098|Brutus5149|Legio Lupi|New Pacific Order|10000|Red|535013|Deadwartin|Republic of SOS|Freehold of The Wolves|15157|White|Active|9/30/2025 10:27:37 PM|10/7/2025 10:27:37 PM|Hello delicious|871752|982.19|50|49|
442731|Madd|Modra|New Pacific Order|10000|Red|322849|BLITZ1|BLITZKRIEG THE FIRST|Freehold of The Wolves|15157|White|Active|9/30/2025 10:26:59 PM|10/7/2025 10:26:59 PM|Earth shattering kaboom|871751|4,377.24|4|95|
152802|eclipse363|Suttonia|New Pacific Order|10000|Red|414519|markpalm1|vacous|Freehold of The Wolves|15157|White|Active|9/30/2025 10:22:44 PM|10/7/2025 10:22:44 PM|You will be assimilated|871750|1,383.56|44|55|
551677|Edward I|Seleucia|New Pacific Order|10000|Red|631272|Jordo|Omicron Persei 8|Freehold of The Wolves|15157|White|Active|9/30/2025 10:16:12 PM|10/7/2025 10:16:12 PM|Temp Trade?|871749|203.89|73|26|
448981|Knight|Alliance of Knights|New Pacific Order|10000|Red|217577|MontyKo|Tuborg|Freehold of The Wolves|15157|White|Active|9/30/2025 10:16:07 PM|10/7/2025 10:16:07 PM|For Pacifica!|871748|2,414.97|54|45|
551677|Edward I|Seleucia|New Pacific Order|10000|Red|225963|stageidea|Provinz Sachsen|Freehold of The Wolves|15157|White|Active|9/30/2025 10:14:05 PM|10/7/2025 10:14:05 PM|Raiding for fresh babies|871747|780.23|0|100|
18236|javaswiller|swillerland|Freehold of The Wolves|15157|White|16124|Hatterson|Hamlin|New Pacific Order|10000|Red|Active|9/30/2025 10:11:54 PM|10/7/2025 10:11:54 PM|A general dispute|871746|365.25|29|70|
609513|Lady Mineva|Empire of Autumnus|Freehold of The Wolves|15157|Brown|122255|Mazrim Taim|Amadicia|New Pacific Order|10000|Red|Active|9/30/2025 10:10:58 PM|10/7/2025 10:10:58 PM|A general dispute|871745|197.96|0|100|
609513|Lady Mineva|Empire of Autumnus|Freehold of The Wolves|15157|Brown|646465|Panglima Burung|Kalimantan Baru|New Pacific Order|10000|Red|Active|9/30/2025 10:10:07 PM|10/7/2025 10:10:07 PM|A general dispute|871744|170.19|0|100|
18236|javaswiller|swillerland|Freehold of The Wolves|15157|White|603443|Crayon King|Aloyarc|New Pacific Order|10000|Red|Active|9/30/2025 10:07:44 PM|10/7/2025 10:07:44 PM|A general dispute|871743|316.03|67|32|
369917|Gibsonator21|Gibsonistan|Non Grata|10097|Maroon|78691|konkrage1|konkrage1|The Legion|10020|Purple|Active|9/30/2025 10:07:19 PM|10/7/2025 10:07:19 PM|You can&#226;&#8364;&#8482;t have all the fun now|871742|373.26|10|89|
240549|Codark|Codainia|Freehold of The Wolves|15157|White|16124|Hatterson|Hamlin|New Pacific Order|10000|Red|Active|9/30/2025 10:07:06 PM|10/7/2025 10:07:06 PM|The North Remembers|871741|716.59|0|100|
581758|Tiberius|Nuke Town|New Pacific Order|10000|Red|141175|Kaiser Willis|Kryton|Freehold of The Wolves|15157|White|Active|9/30/2025 10:06:33 PM|10/7/2025 10:06:33 PM|A general dispute|871740|6,592.89|0|100|
581758|Tiberius|Nuke Town|New Pacific Order|10000|Red|30997|Dan2680|Red Army|Freehold of The Wolves|15157|White|Active|9/30/2025 10:06:25 PM|10/7/2025 10:06:25 PM|A general dispute|871739|5,019.02|0|100|
369917|Gibsonator21|Gibsonistan|Non Grata|10097|Maroon|555334|Gveil|Giantland|The Legion|10020|Purple|Active|9/30/2025 10:06:23 PM|10/7/2025 10:06:23 PM|Giantland due for shrinkage|871738|1,055.32|3|96|
240549|Codark|Codainia|Freehold of The Wolves|15157|White|603443|Crayon King|Aloyarc|New Pacific Order|10000|Red|Active|9/30/2025 10:06:16 PM|10/7/2025 10:06:16 PM|Polar Defense|871737|287.20|41|58|
444115|Pile Butts|Wobblies|Freehold of The Wolves|15157|White|633137|International Waters|International Waters|New Pacific Order|10000|Red|Active|9/30/2025 10:06:03 PM|10/7/2025 10:06:03 PM|A general dispute|871736|98.60|33|66|
551677|Edward I|Seleucia|New Pacific Order|10000|Red|295629|jabrik|Mangkono|Freehold of The Wolves|15157|White|Active|9/30/2025 10:05:26 PM|10/7/2025 10:05:26 PM|Cloudy with a chance of nukes|871735|347.64|0|100|
444115|Pile Butts|Wobblies|Freehold of The Wolves|15157|White|570155|Thrash04|Ohio Terrority|New Pacific Order|10000|Red|Active|9/30/2025 10:04:33 PM|10/7/2025 10:04:33 PM|A general dispute|871734|311.30|28|71|
647422|WarLordSnaxx|Snackdom|Freehold of The Wolves|15157|White|646465|Panglima Burung|Kalimantan Baru|New Pacific Order|10000|Red|Active|9/30/2025 10:03:19 PM|10/7/2025 10:03:19 PM|A general dispute|871733|383.54|0|100|
527097|Galerion|blighty|Freehold of The Wolves|15157|White|600178|tejuguasu|tejuguasu|New Pacific Order|10000|Red|Active|9/30/2025 10:01:23 PM|10/7/2025 10:01:23 PM|A general dispute|871732|2,022.22|69|30|
527097|Galerion|blighty|Freehold of The Wolves|15157|White|260612|Qazzian|Qaziakstan|New Pacific Order|10000|Red|Active|9/30/2025 10:01:16 PM|10/7/2025 10:01:16 PM|A general dispute|871731|6,087.58|17|82|
535013|Deadwartin|Republic of SOS|Freehold of The Wolves|15157|White|122255|Mazrim Taim|Amadicia|New Pacific Order|10000|Red|Active|9/30/2025 10:00:06 PM|10/7/2025 10:00:06 PM|A general dispute|871730|481.46|0|100|
647422|WarLordSnaxx|Snackdom|Freehold of The Wolves|15157|White|122255|Mazrim Taim|Amadicia|New Pacific Order|10000|Red|Active|9/30/2025 9:59:50 PM|10/7/2025 9:59:50 PM|A general dispute|871729|93.80|0|100|
396041|Joseph Black|Rural Route 3|Freehold of The Wolves|15157|White|551677|Edward I|Seleucia|New Pacific Order|10000|Red|Active|9/30/2025 9:54:58 PM|10/7/2025 9:54:58 PM|The North Remembers|871728|261.25|20|79|
396041|Joseph Black|Rural Route 3|Freehold of The Wolves|15157|White|575673|aali bakht jajja|kingdom of Jajja|New Pacific Order|10000|Red|Active|9/30/2025 9:54:45 PM|10/7/2025 9:54:45 PM|The North Remembers|871727|476.60|0|100|
225103|Lord Squintus|Strudeldorf|New Pacific Order|10000|Red|120390|Imperator Azenquor|Vaule|New Polar Order|10006|Blue|Active|9/30/2025 9:45:45 PM|10/7/2025 9:45:45 PM|Hello delicious|871726|1,001.32|21|78|
623702|LordTGT|Indigo Federation|The Legion|10020|Purple|638567|Cobert|Brightwood|Non Grata|10097|Maroon|Active|9/30/2025 8:50:08 PM|10/7/2025 8:50:08 PM|AVE LEGIO|871725|217.27|27|72|
263220|Gambona|Gambona|CLAWS|15841|Black|629909|Palotark|Habitopia|New Polar Order|10006|Blue|Active|9/30/2025 5:07:17 PM|10/7/2025 5:07:17 PM|A general dispute|871724|633.55|0|100|
263220|Gambona|Gambona|CLAWS|15841|Black|604250|RedHawkRuler|MiamiU|New Polar Order|10006|Blue|Active|9/30/2025 5:06:48 PM|10/7/2025 5:06:48 PM|A general dispute|871723|1,883.81|35|64|
17202|Cybolt|Time and Space|New Pacific Order|10000|Red|512699|Mindbraker|Aguda|New Polar Order|10006|Blue|Active|9/30/2025 4:27:10 PM|10/7/2025 4:27:10 PM|About Your Cars Warranty|871722|1,120.99|88|11|
636711|Praetor Cuddles|Romulan Star Empire|New Pacific Order|10000|Red|597501|JayMillz|Curel|New Polar Order|10006|Blue|Active|9/30/2025 4:21:07 PM|10/7/2025 4:21:07 PM|Scotch Harvesting Expedition|871721|320.42|41|58|
636711|Praetor Cuddles|Romulan Star Empire|New Pacific Order|10000|Red|455466|KrazyNights|Helleden|New Polar Order|10006|Blue|Active|9/30/2025 4:20:04 PM|10/7/2025 4:20:04 PM|You will be assimilated|871720|1,770.67|0|100|
647330|Lime30k|Jakun|New Pacific Order|10000|Red|481947|Morgaine|Cruithne|New Polar Order|10006|Blue|Active|9/30/2025 3:17:23 PM|10/7/2025 3:17:23 PM|Hail Pacifica!|871719|714.82|98|1|
609716|xander99|Melton|New Pacific Order|10000|Red|639953|Mihail the Just|Republic of Onivlac|New Polar Order|10006|Blue|Active|9/30/2025 3:09:18 PM|10/7/2025 3:09:18 PM|Duck Hunting|871718|789.07|51|48|
494673|Sabioviejo|Maravilloso|New Pacific Order|10000|Red|516493|The dutch Dragonborn|The Dutch Dragonborn|New Polar Order|10006|Blue|Active|9/30/2025 3:08:31 PM|10/7/2025 3:08:31 PM|Op zoek naar IJS|871717|868.43|23|76|
646402|MHOF100|DJANDMATT|Nuclear Proliferation League|17228|Aqua|647449|thelostsoul|TheLostNation|Doombrella|17368|Black|Active|9/30/2025 11:33:56 AM|10/7/2025 11:33:56 AM|A general dispute|871716|832.07|75|24|
629411|Deathsmile|Isle of Death|The Dark Templar|10056|Black|394999|Marebito|Wild Thing|New Polar Order|10006|Blue|Active|9/30/2025 10:38:43 AM|10/7/2025 10:38:43 AM|A general dispute|871715|118.40|0|100|
645804|La Mismidad|Libertaris|New Pacific Order|10000|Red|584020|Visaya I|Union of Myr|New Polar Order|10006|Blue|Active|9/30/2025 8:46:17 AM|10/7/2025 8:46:17 AM|Zerg Rush|871714|2,137.12|13|86|
647234|Azusa Yuu|North Japan Republic|Nuclear Proliferation League|17228|Black|647449|thelostsoul|TheLostNation|Doombrella|17368|Black|Active|9/30/2025 7:38:28 AM|10/7/2025 7:38:28 AM|A general dispute|871713|840.37|52|47|
19893|ClashCityRocker|Garageland||0|Green|181640|medic32|Ecateca|New Polar Order|10006|Blue|Active|9/30/2025 6:31:59 AM|10/7/2025 6:31:59 AM|Bandwagon stagger|871712|550.50|0|100|
485321|commanderragnar|Valenwood|New Pacific Order|10000|Red|99803|Lime Like The Bean|Limetown|New Polar Order|10006|Blue|Active|9/30/2025 5:44:21 AM|10/7/2025 5:44:21 AM|Wheek wheek!|871711|6,516.64|0|100|
